MapDate,AreaOfInterest,OT,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID,date,start_date,end_date
20001128,Total,70.22,29.78,13.58,7.55,0.59,0.0,2000-11-28,2000-12-04,1,2000-11-28,2000-11-28,2000-12-04
20001121,Total,70.05,29.95,14.8,8.94,2.21,0.0,2000-11-21,2000-11-27,1,2000-11-21,2000-11-21,2000-11-27
20001114,Total,69.11,30.89,15.81,9.97,4.87,0.6,2000-11-14,2000-11-20,1,2000-11-14,2000-11-14,2000-11-20
20001107,Total,62.07,37.93,16.67,10.4,6.26,0.83,2000-11-07,2000-11-13,1,2000-11-07,2000-11-07,2000-11-13
20001031,Total,49.98,50.02,29.05,14.21,7.6,2.2,2000-10-31,2000-11-06,1,2000-10-31,2000-10-31,2000-11-06
20001024,Total,46.23,53.77,32.84,14.42,6.42,1.41,2000-10-24,2000-10-30,1,2000-10-24,2000-10-24,2000-10-30
20001017,Total,49.92,50.08,34.29,18.59,5.92,0.87,2000-10-17,2000-10-23,1,2000-10-17,2000-10-17,2000-10-23
20001010,Total,50.18,49.82,34.34,20.33,4.91,0.39,2000-10-10,2000-10-16,1,2000-10-10,2000-10-10,2000-10-16
20001003,Total,49.36,50.64,34.31,21.9,5.84,0.62,2000-10-03,2000-10-09,1,2000-10-03,2000-10-03,2000-10-09
20000926,Total,51.58,48.42,32.09,20.06,5.76,0.62,2000-09-26,2000-10-02,1,2000-09-26,2000-09-26,2000-10-02
20000919,Total,51.09,48.91,33.37,21.9,7.0,1.37,2000-09-19,2000-09-25,1,2000-09-19,2000-09-19,2000-09-25
20000912,Total,52.86,47.14,32.28,20.28,7.44,1.43,2000-09-12,2000-09-18,1,2000-09-12,2000-09-12,2000-09-18
20000905,Total,52.06,47.94,29.06,16.22,6.75,2.18,2000-09-05,2000-09-11,1,2000-09-05,2000-09-05,2000-09-11
20000829,Total,52.85,47.15,27.02,13.24,5.74,2.06,2000-08-29,2000-09-04,1,2000-08-29,2000-08-29,2000-09-04
20000822,Total,57.99,42.01,24.45,11.69,4.52,2.0,2000-08-22,2000-08-28,1,2000-08-22,2000-08-22,2000-08-28
20000815,Total,56.7,43.3,23.11,10.95,3.69,1.66,2000-08-15,2000-08-21,1,2000-08-15,2000-08-15,2000-08-21
20000808,Total,57.11,42.89,20.61,9.07,3.75,1.78,2000-08-08,2000-08-14,1,2000-08-08,2000-08-08,2000-08-14
20000801,Total,58.33,41.67,20.29,8.74,4.13,2.01,2000-08-01,2000-08-07,1,2000-08-01,2000-08-01,2000-08-07
20000725,Total,56.81,43.19,19.24,7.88,4.36,2.16,2000-07-25,2000-07-31,1,2000-07-25,2000-07-25,2000-07-31
20000718,Total,55.65,44.35,18.87,7.42,4.57,1.77,2000-07-18,2000-07-24,1,2000-07-18,2000-07-18,2000-07-24
20000711,Total,56.32,43.68,17.1,6.87,3.92,1.38,2000-07-11,2000-07-17,1,2000-07-11,2000-07-11,2000-07-17
20000704,Total,57.8,42.2,14.97,6.91,3.61,1.05,2000-07-04,2000-07-10,1,2000-07-04,2000-07-04,2000-07-10
20000627,Total,61.12,38.88,19.95,10.52,3.78,1.39,2000-06-27,2000-07-03,1,2000-06-27,2000-06-27,2000-07-03
20000620,Total,64.25,35.75,19.13,11.86,5.62,1.37,2000-06-20,2000-06-26,1,2000-06-20,2000-06-20,2000-06-26
20000613,Total,63.01,36.99,19.72,11.9,6.13,1.28,2000-06-13,2000-06-19,1,2000-06-13,2000-06-13,2000-06-19
20000606,Total,68.61,31.39,17.97,10.7,4.52,0.25,2000-06-06,2000-06-12,1,2000-06-06,2000-06-06,2000-06-12
20000530,Total,68.15,31.85,20.32,11.48,4.25,0.22,2000-05-30,2000-06-05,1,2000-05-30,2000-05-30,2000-06-05
20000523,Total,64.63,35.37,19.99,11.84,3.0,0.0,2000-05-23,2000-05-29,1,2000-05-23,2000-05-23,2000-05-29
20000516,Total,60.21,39.79,23.81,13.02,2.5,0.0,2000-05-16,2000-05-22,1,2000-05-16,2000-05-16,2000-05-22
20000509,Total,62.87,37.13,20.76,10.73,1.39,0.0,2000-05-09,2000-05-15,1,2000-05-09,2000-05-09,2000-05-15
20000502,Total,62.61,37.39,21.58,11.05,1.39,0.0,2000-05-02,2000-05-08,1,2000-05-02,2000-05-02,2000-05-08
20000425,Total,63.2,36.8,20.42,10.91,1.24,0.0,2000-04-25,2000-05-01,1,2000-04-25,2000-04-25,2000-05-01
20000418,Total,60.64,39.36,22.35,12.2,0.0,0.0,2000-04-18,2000-04-24,1,2000-04-18,2000-04-18,2000-04-24
20000411,Total,62.16,37.84,22.19,11.43,0.0,0.0,2000-04-11,2000-04-17,1,2000-04-11,2000-04-11,2000-04-17
20000404,Total,59.35,40.65,21.5,12.08,0.0,0.0,2000-04-04,2000-04-10,1,2000-04-04,2000-04-04,2000-04-10
20000328,Total,61.97,38.03,22.27,10.42,0.0,0.0,2000-03-28,2000-04-03,1,2000-03-28,2000-03-28,2000-04-03
20000321,Total,59.74,40.26,25.01,13.06,0.0,0.0,2000-03-21,2000-03-27,1,2000-03-21,2000-03-21,2000-03-27
20000314,Total,59.44,40.56,25.6,13.43,0.0,0.0,2000-03-14,2000-03-20,1,2000-03-14,2000-03-14,2000-03-20
20000307,Total,54.73,45.27,26.97,12.6,0.0,0.0,2000-03-07,2000-03-13,1,2000-03-07,2000-03-07,2000-03-13
20000229,Total,54.35,45.65,27.28,11.75,0.0,0.0,2000-02-29,2000-03-06,1,2000-02-29,2000-02-29,2000-03-06
20000222,Total,52.59,47.41,25.74,9.15,0.0,0.0,2000-02-22,2000-02-28,1,2000-02-22,2000-02-22,2000-02-28
20000215,Total,47.17,52.83,26.77,9.13,0.0,0.0,2000-02-15,2000-02-21,1,2000-02-15,2000-02-15,2000-02-21
20000208,Total,46.5,53.5,24.65,9.22,0.0,0.0,2000-02-08,2000-02-14,1,2000-02-08,2000-02-08,2000-02-14
20000201,Total,45.6,54.4,24.29,8.53,0.0,0.0,2000-02-01,2000-02-07,1,2000-02-01,2000-02-01,2000-02-07
20000125,Total,42.03,57.97,21.39,8.45,0.0,0.0,2000-01-25,2000-01-31,1,2000-01-25,2000-01-25,2000-01-31
20000118,Total,43.26,56.74,21.75,8.67,0.0,0.0,2000-01-18,2000-01-24,1,2000-01-18,2000-01-18,2000-01-24
20000111,Total,48.27,51.73,20.93,8.27,0.0,0.0,2000-01-11,2000-01-17,1,2000-01-11,2000-01-11,2000-01-17
20000104,Total,57.29,42.71,19.61,7.9,0.0,0.0,2000-01-04,2000-01-10,1,2000-01-04,2000-01-04,2000-01-10
